,Token,Label
1096,ላልናቹ,O
1097,ደምበኞች,O
1098,በድጋሚ,O
1099,ገብቷል,O
1100,በሶኬት,O
1101,እና,O
1102,በባትሪ,O
1103,የሚሰራ,O
1104,ከግራ,O
1105,ወደቀኝ,O
1106,እየተንቀሳቀሰ,O
1107,ልጆችን,O
1108,እሹሩሩ,O
1109,እያለ,O
1110,የሚያጫውት,O
1111,የሚያስተኛ,O
1112,በሪሞት,O
1113,ኮንትሮል,O
1114,መቆጣጠር,O
1115,የሚቻል,O
1116,የራሱ,O
1117,ሪሞት,O
1118,ያለው,O
1119,የራሱ,O
1120,ሙዚቃዎች,O
1121,ያሉት,O
1122,እንዲሁም,O
1123,በብሉቱዝ,O
1124,ከስልካችን,O
1125,ጋር,O
1126,አገናኝተን,O
1127,የምንፈልገውን,O
1128,ሙዚቃ,O
1129,ማጫዎት,O
1130,እንችላለን,O
1131,ዩ,O
1132,ኤስ,O
1133,ቢ,O
1134,ፍላሽም,O
1135,መቀበል,O
1136,ስለሚችል,O
1137,በፍላሽ,O
1138,የፈለግነውን,O
1139,ሙዚቃ,O
1140,ማጫዎት,O
1141,እንችላለን,O
1142,ስለእቃው,O
1143,የበለጠ,O
1144,ለማየት,O
1145,ከስር,O
1146,ያለውን,O
1147,ቪዲዮ,O
1148,ይመልከቱ,O
1149,ከሌሎቹ,O
1150,እቃዎች,O
1151,ይሄን,O
1152,ለየት,O
1153,የሚያደርገው,O
1154,ደሞ,O
1155,ህፃናት,O
1156,አድገውም,O
1157,እንደ,O
1158,ወንበር,O
1159,ያገለግላቸዋል,O
1160,ስለዚም,O
1161,ለብዙ,O
1162,ጊዜ,O
1163,መጠቀም,O
1164,ያስችላል,O
1165,ዋጋ,I-PRICE
1166,14500ብር,I-PRICE
1167,ሳያልቅቦት,O
1168,ቶሎ,O
1169,በጆ,O
1170,ያስገቡ,O
1171,Free,O
1172,delivery,O
1173,ከስር,O
1174,ያለውን,O
1175,ቪዲዮ,O
1176,ይመልከቱ,O
1177,0909003864,I-PHONE
1178,0905707448,I-PHONE
1179,እቃ,O
1180,ለማዘዝ,O
1181,ከስር,O
1182,ያለውን,O
1183,ሊንኮች,O
1184,በመጫን,O
1185,ማዘዝ,O
1186,ትችላላቹ,O
1187,@sinasinaye,O
1188,@sinayalj2,O
1189,አድራሻ,O
1190,1⃣ቁጥር1,O
1191,ገርጂ,I-LOC
1192,ኢምፔሪያል,I-LOC
1193,ከሳሚ,O
1194,ህንፃ,I-LOC
1195,ጎን,O
1196,አልፎዝ,O
1197,ፕላዛ,I-LOC
1198,ግራውንድ,O
1199,ላይ,O
1200,እንደገቡ,O
1201,ያገኙናል,O
1202,2⃣ቁጥር2,O
1203,4ኪሎ,I-LOC
1204,ቅድስት,O
1205,ስላሴ,I-LOC
1206,ህንፃ,I-LOC
1207,ማለትም,O
1208,ከብልፅግና,O
1209,ዋናፅፈት,O
1210,ቤት,O
1211,ህንፃ,I-LOC
1212,በስተ,O
1213,ቀኝ,O
1214,ባለው,O
1215,አስፓልት,O
1216,20ሜትር,O
1217,ዝቅ,O
1218,እንዳሉ,O
1219,ሀበሻ,O
1220,ኮፊ,O
1221,የሚገኝበት,O
1222,ቀይ,O
1223,ሸክላ,O
1224,ህንፃ,I-LOC
1225,2ተኛ,O
1226,ፎቅ,I-LOC
1227,ላይ,O
1228,ያገኙናል,O
1229,3⃣ቁጥር3,O
1230,ብስራተ,I-LOC
1231,ገብርኤል,I-PRICE
1232,ላፍቶ,I-LOC
1233,ሞል,I-LOC
1234,መግቢያው,O
1235,ፊት,O
1236,ለፊት,O
1237,የሚገኘው,O
1238,የብስራተ,I-LOC
1239,ገብርኤል,I-PRICE
1240,ቤተ,O
1241,ክርስቲያን,O
1242,ህንፃ,I-LOC
1243,አንደኛ,O
1244,ፎቅ,I-LOC
1245,ላይ,O
1246,ደረጃ,O
1247,እንደወጣቹ,O
1248,በስተግራ,O
1249,በኩል,O
1250,ሱቅ,O
1251,ቁጥር,O
1252,FF-09,O
1253,ክቡራን,O
1254,ደምበኞቻችን,O
1255,ገርጂ,I-LOC
1256,አልፎዝ,O
1257,ፕላዛ,I-LOC
1258,ላይ,O
1259,አራት,O
1260,ኪሎ,O
1261,ቅድስት,O
1262,ስላሴ,I-LOC
1263,እንዲሁም,O
1264,ብስራተ,I-LOC
1265,ገብሬል,O
1266,ያሉት,O
1267,ሱቆቻችን,O
1268,ሲመጡ,O
1269,አስተማማኝ,O
1270,ሰፊ,O
1271,ፓርኪንግ,O
1272,ያላቸው,O
1273,መሆናቸውን,O
1274,በታላቅ,O
1275,ደስታ,O
1276,እናበስራለን,O
1277,ክቡራን,B-PRODUCT
1278,ደምበኞቻችን,I-PRODUCT
1279,እሁድ,I-PRODUCT
1280,ገርጂ,I-PRODUCT
1281,እና,I-PRODUCT
1282,ብስራተ,I-PRODUCT
1283,ገብሬል,I-PRODUCT
1284,የሚገኘው,I-PRODUCT
1285,ሱቃችን,I-PRODUCT
1286,ከጠዋት,I-PRODUCT
1287,4,I-PRODUCT
1288,ሰሀት,I-PRODUCT
1289,ጀምሮ,I-PRODUCT
1290,ክፍት,I-PRODUCT
1291,መሆኑን,I-PRODUCT
1292,ስንገልፅ,I-PRODUCT
1293,በታላቅ,I-PRODUCT
1294,አክብሮት,I-PRODUCT
1295,ነው,I-PRODUCT
1296,world's,B-PRODUCT
1297,number,I-PRODUCT
1298,one,I-PRODUCT
1299,high-quality,I-PRODUCT
1300,multifunctional,I-PRODUCT
1301,4,I-PRODUCT
1302,in,I-PRODUCT
1303,1,I-PRODUCT
1304,car,I-PRODUCT
1305,seat,I-PRODUCT
1306,stroller,I-PRODUCT
1307,combo,I-PRODUCT
1308,baby,O
1309,car,O
1310,seat,O
1311,stroller,O
1312,cradle,O
1313,baby,O
1314,basket,O
1315,5,I-PRICE
1316,point,O
1317,safety,O
1318,belt,O
1319,0,I-PRICE
1320,up,O
1321,to,O
1322,3,I-PRICE
1323,years,O
1324,brake,O
1325,system,O
1326,rotate,O
1327,360°,O
1328,limited,O
1329,stock,O
1330,grab,O
1331,yours,O
1332,now,O
1333,for,O
1334,more,O
1335,information,O
1336,please,O
1337,kindly,O
1338,check,O
1339,video,O
1340,below,O
1341,39000,I-PRICE
1342,birr,I-PRICE
1343,Free,O
1344,delivery,O
1345,0909003864,I-PHONE
1346,0905707448,I-PHONE
1347,ሊንኩን,O
1348,በመጫን,O
1349,ቴሌግራማችንን,O
1350,ይቀላቀሉhttps://t.me/sinayelj,O
1351,እቃ,O
1352,ለማዘዝ,O
1353,ከስር,O
1354,ያለውን,O
1355,ሊንኮች,O
1356,በመጫን,O
1357,ማዘዝ,O
1358,ትችላላቹ,O
1359,@sinasinaye,O
1360,https://t.me/sinayelj2,O
1361,አድራሻ,O
1362,1⃣ቁጥር1,O
1363,ገርጂ,I-LOC
1364,ኢምፔሪያል,I-LOC
1365,ከሳሚ,O
1366,ህንፃ,I-LOC
1367,ጎን,O
1368,አልፎዝ,O
1369,ፕላዛ,I-LOC
1370,ግራውንድ,O
1371,ላይ,O
1372,እንደገቡ,O
1373,ያገኙናል,O
1374,2⃣ቁጥር2,O
1375,4ኪሎ,I-LOC
1376,ቅድስት,O
1377,ስላሴ,I-LOC
1378,ህንፃ,I-LOC
1379,ማለትም,O
1380,ከብልፅግና,O
1381,ዋናፅፈት,O
1382,ቤት,O
1383,ህንፃ,I-LOC
1384,በስተ,O
1385,ቀኝ,O
1386,ባለው,O
1387,አስፓልት,O
1388,20ሜትር,O
1389,ዝቅ,O
1390,እንዳሉ,O
1391,ሀበሻ,O
1392,ኮፊ,O
1393,የሚገኝበት,O
1394,ቀይ,O
1395,ሸክላ,O
1396,ህንፃ,I-LOC
1397,2ተኛ,O
1398,ፎቅ,I-LOC
1399,ላይ,O
1400,ያገኙናል,O
1401,3⃣ቁጥር3,O
1402,ብስራተ,I-LOC
1403,ገብርኤል,I-PRICE
1404,ላፍቶ,I-LOC
1405,ሞል,I-LOC
1406,መግቢያው,O
1407,ፊት,O
1408,ለፊት,O
1409,የሚገኘው,O
1410,የብስራተ,I-LOC
1411,ገብርኤል,I-PRICE
1412,ቤተ,O
1413,ክርስቲያን,O
1414,ህንፃ,I-LOC
1415,አንደኛ,O
1416,ፎቅ,I-LOC
1417,ላይ,O
1418,ደረጃ,O
1419,እንደወጣቹ,O
1420,በስተግራ,O
1421,በኩል,O
1422,ሱቅ,O
1423,ቁጥር,O
1424,FF-09,O
1425,ክቡራን,O
1426,ደምበኞቻችን,O
1427,ገርጂ,I-LOC
1428,አልፎዝ,O
1429,ፕላዛ,I-LOC
1430,ላይ,O
1431,አራት,O
1432,ኪሎ,O
1433,ቅድስት,O
1434,ስላሴ,I-LOC
1435,እንዲሁም,O
1436,ብስራተ,I-LOC
1437,ገብሬል,O
1438,ያሉት,O
1439,ሱቆቻችን,O
1440,ሲመጡ,O
1441,አስተማማኝ,O
1442,ሰፊ,O
1443,ፓርኪንግ,O
1444,ያላቸው,O
1445,መሆናቸውን,O
1446,በታላቅ,O
1447,ደስታ,O
1448,እናበስራለን,O
1449,ክቡራን,B-PRODUCT
1450,ደምበኞቻችን,I-PRODUCT
1451,ነገ,I-PRODUCT
1452,ገርጂ,I-PRODUCT
1453,እና,I-PRODUCT
1454,ብስራተ,I-PRODUCT
1455,ገብሬል,I-PRODUCT
1456,የሚገኘው,I-PRODUCT
1457,ሱቃችን,I-PRODUCT
1458,ከጠዋት,I-PRODUCT
1459,4,I-PRODUCT
1460,ሰሀት,I-PRODUCT
1461,ጀምሮ,I-PRODUCT
1462,ክፍት,I-PRODUCT
1463,መሆኑን,I-PRODUCT
1464,ስንገልፅ,I-PRODUCT
1465,በታላቅ,I-PRODUCT
1466,አክብሮት,I-PRODUCT
1467,ነው,I-PRODUCT
1468,ውድ,B-PRODUCT
1469,የሲና,I-PRODUCT
1470,ኪድስ,I-PRODUCT
1471,ቤተሰቦች,I-PRODUCT
1472,እንኳን,I-PRODUCT
1473,ለ2017,I-PRODUCT
1474,ዓ.ም,I-PRODUCT
1475,በሰላም,I-PRODUCT
1476,አደረሳችሁአዲሱ,I-PRODUCT
1477,ዓመት,I-PRODUCT
1478,የሰላም፣,I-PRODUCT
1479,የደስታና,I-PRODUCT
1480,የስኬት,I-PRODUCT
1481,ዘመን,I-PRODUCT
1482,ይሁንላቹ,I-PRODUCT
1483,አገራችን,I-PRODUCT
1484,ኢትዮጵያን,I-PRODUCT
1485,እና,I-PRODUCT
1486,ህዝቦቿን,I-PRODUCT
1487,ፈጣሪ,I-PRODUCT
1488,ይጠብቅልን,I-PRODUCT
1489,Inflatable,B-PRODUCT
1490,Baby,I-PRODUCT
1491,Seat,I-PRODUCT
1492,for,I-PRODUCT
1493,Babies,I-PRODUCT
1494,3,I-PRODUCT
1495,Months,I-PRODUCT
1496,and,I-PRODUCT
1497,"Up,",I-PRODUCT
1498,Toddler,I-PRODUCT
1499,Floor,I-PRODUCT
1500,Seats,I-PRODUCT
1501,for,I-PRODUCT
1502,Sitting,I-PRODUCT
1503,"Up,",I-PRODUCT
1504,Built,I-PRODUCT
1505,in,I-PRODUCT
1506,Air,I-PRODUCT
1507,Pump,I-PRODUCT
1508,Baby,I-PRODUCT
1509,Seats,I-PRODUCT
1510,for,I-PRODUCT
1511,"Kids,",I-PRODUCT
1512,Blow,I-PRODUCT
1513,Up,I-PRODUCT
1514,Baby,I-PRODUCT
1515,Chair,I-PRODUCT
1516,with,I-PRODUCT
1517,Back,I-PRODUCT
1518,Support,I-PRODUCT
1519,-,I-PRODUCT
1520,Cute,I-PRODUCT
1521,Bear,I-PRODUCT
1522,2800,I-PRICE
1523,birr,I-PRICE
1524,0909003864,I-PHONE
1525,0905707448,I-PHONE
1526,ሊንኩን,O
1527,በመጫን,O
1528,ቴሌግራማችንን,O
1529,ይቀላቀሉhttps://t.me/sinayelj,O
1530,እቃ,O
1531,ለማዘዝ,O
1532,ከስር,O
1533,ያለውን,O
1534,ሊንኮች,O
1535,በመጫን,O
1536,ማዘዝ,O
1537,ትችላላቹ,O
1538,@sinasinaye,O
1539,https://t.me/sinayelj2,O
1540,አድራሻ,O
1541,1⃣ቁጥር1,O
1542,ገርጂ,I-LOC
1543,ኢምፔሪያል,I-LOC
1544,ከሳሚ,O
1545,ህንፃ,I-LOC
1546,ጎን,O
1547,አልፎዝ,O
1548,ፕላዛ,I-LOC
1549,ግራውንድ,O
1550,ላይ,O
1551,እንደገቡ,O
1552,ያገኙናል,O
1553,2⃣ቁጥር2,O
1554,4ኪሎ,I-LOC
1555,ቅድስት,O
1556,ስላሴ,I-LOC
1557,ህንፃ,I-LOC
1558,ማለትም,O
1559,ከብልፅግና,O
1560,ዋናፅፈት,O
1561,ቤት,O
1562,ህንፃ,I-LOC
1563,በስተ,O
1564,ቀኝ,O
1565,ባለው,O
1566,አስፓልት,O
1567,20ሜትር,O
1568,ዝቅ,O
1569,እንዳሉ,O
1570,ሀበሻ,O
1571,ኮፊ,O
1572,የሚገኝበት,O
1573,ቀይ,O
1574,ሸክላ,O
1575,ህንፃ,I-LOC
1576,2ተኛ,O
1577,ፎቅ,I-LOC
1578,ላይ,O
1579,ያገኙናል,O
1580,3⃣ቁጥር3,O
1581,ብስራተ,I-LOC
1582,ገብርኤል,I-PRICE
1583,ላፍቶ,I-LOC
1584,ሞል,I-LOC
1585,መግቢያው,O
1586,ፊት,O
1587,ለፊት,O
1588,የሚገኘው,O
1589,የብስራተ,I-LOC
1590,ገብርኤል,I-PRICE
1591,ቤተ,O
1592,ክርስቲያን,O
1593,ህንፃ,I-LOC
1594,አንደኛ,O
1595,ፎቅ,I-LOC
1596,ላይ,O
1597,ደረጃ,O
1598,እንደወጣቹ,O
1599,በስተግራ,O
1600,በኩል,O
1601,ሱቅ,O
1602,ቁጥር,O
1603,FF-09,O
1604,ክቡራን,O
1605,ደምበኞቻችን,O
1606,ገርጂ,I-LOC
1607,አልፎዝ,O
1608,ፕላዛ,I-LOC
1609,ላይ,O
1610,አራት,O
1611,ኪሎ,O
1612,ቅድስት,O
1613,ስላሴ,I-LOC
1614,እንዲሁም,O
1615,ብስራተ,I-LOC
1616,ገብሬል,O
1617,ያሉት,O
1618,ሱቆቻችን,O
1619,ሲመጡ,O
1620,አስተማማኝ,O
1621,ሰፊ,O
1622,ፓርኪንግ,O
1623,ያላቸው,O
1624,መሆናቸውን,O
1625,በታላቅ,O
1626,ደስታ,O
1627,እናበስራለን,O
1628,Zimeitu,B-PRODUCT
1629,brand,I-PRODUCT
1630,Baby,I-PRODUCT
1631,bottle,I-PRODUCT
1632,sterilizer,I-PRODUCT
1633,with,I-PRODUCT
1634,drying,I-PRODUCT
1635,two-in-one,I-PRODUCT
1636,baby-specific,I-PRODUCT
1637,one-in-one,I-PRODUCT
1638,steam,I-PRODUCT
1639,sterilizer,I-PRODUCT
1640,19000,I-PRICE
1641,birr,I-PRICE
1642,Free,O
1643,delivery,O
1644,0909003864,I-PHONE
1645,0905707448,I-PHONE
1646,ሊንኩን,O
1647,በመጫን,O
1648,ቴሌግራማችንን,O
1649,ይቀላቀሉhttps://t.me/sinayelj,O
1650,እቃ,O
1651,ለማዘዝ,O
1652,ከስር,O
1653,ያለውን,O
1654,ሊንኮች,O
1655,በመጫን,O
1656,ማዘዝ,O
1657,ትችላላቹ,O
1658,@sinasinaye,O
1659,https://t.me/sinayelj2,O
1660,አድራሻ,O
1661,1⃣ቁጥር1,O
1662,ገርጂ,I-LOC
1663,ኢምፔሪያል,I-LOC
1664,ከሳሚ,O
1665,ህንፃ,I-LOC
1666,ጎን,O
1667,አልፎዝ,O
1668,ፕላዛ,I-LOC
1669,ግራውንድ,O
1670,ላይ,O
1671,እንደገቡ,O
1672,ያገኙናል,O
1673,2⃣ቁጥር2,O
1674,4ኪሎ,I-LOC
1675,ቅድስት,O
1676,ስላሴ,I-LOC
1677,ህንፃ,I-LOC
1678,ማለትም,O
1679,ከብልፅግና,O
1680,ዋናፅፈት,O
1681,ቤት,O
1682,ህንፃ,I-LOC
1683,በስተ,O
1684,ቀኝ,O
1685,ባለው,O
1686,አስፓልት,O
1687,20ሜትር,O
1688,ዝቅ,O
1689,እንዳሉ,O
1690,ሀበሻ,O
1691,ኮፊ,O
1692,የሚገኝበት,O
1693,ቀይ,O
1694,ሸክላ,O
1695,ህንፃ,I-LOC
1696,2ተኛ,O
1697,ፎቅ,I-LOC
1698,ላይ,O
1699,ያገኙናል,O
1700,3⃣ቁጥር3,O
1701,ብስራተ,I-LOC
1702,ገብርኤል,I-PRICE
1703,ላፍቶ,I-LOC
1704,ሞል,I-LOC
1705,መግቢያው,O
1706,ፊት,O
1707,ለፊት,O
1708,የሚገኘው,O
1709,የብስራተ,I-LOC
1710,ገብርኤል,I-PRICE
1711,ቤተ,O
1712,ክርስቲያን,O
1713,ህንፃ,I-LOC
1714,አንደኛ,O
1715,ፎቅ,I-LOC
1716,ላይ,O
1717,ደረጃ,O
1718,እንደወጣቹ,O
1719,በስተግራ,O
1720,በኩል,O
1721,ሱቅ,O
1722,ቁጥር,O
1723,FF-09,O
1724,ክቡራን,O
1725,ደምበኞቻችን,O
1726,ገርጂ,I-LOC
1727,አልፎዝ,O
1728,ፕላዛ,I-LOC
1729,ላይ,O
1730,አራት,O
1731,ኪሎ,O
1732,ቅድስት,O
1733,ስላሴ,I-LOC
1734,እንዲሁም,O
1735,ብስራተ,I-LOC
1736,ገብሬል,O
1737,ያሉት,O
1738,ሱቆቻችን,O
1739,ሲመጡ,O
1740,አስተማማኝ,O
1741,ሰፊ,O
1742,ፓርኪንግ,O
1743,ያላቸው,O
1744,መሆናቸውን,O
1745,በታላቅ,O
1746,ደስታ,O
1747,እናበስራለን,O
1748,Philips,B-PRODUCT
1749,Avent,I-PRODUCT
1750,Avent,I-PRODUCT
1751,2-in-1,I-PRODUCT
1752,Electric,I-PRODUCT
1753,Steam,I-PRODUCT
1754,Steriliser,I-PRODUCT
1755,(Multicolor),I-PRODUCT
1756,18000,I-PRICE
1757,birr,I-PRICE
1758,Free,O
1759,delivery,O
1760,0909003864,I-PHONE
1761,0905707448,I-PHONE
1762,ሊንኩን,O
1763,በመጫን,O
1764,ቴሌግራማችንን,O
1765,ይቀላቀሉhttps://t.me/sinayelj,O
1766,እቃ,O
1767,ለማዘዝ,O
1768,ከስር,O
1769,ያለውን,O
1770,ሊንኮች,O
1771,በመጫን,O
1772,ማዘዝ,O
1773,ትችላላቹ,O
1774,@sinasinaye,O
1775,https://t.me/sinayelj2,O
1776,አድራሻ,O
1777,1⃣ቁጥር1,O
1778,ገርጂ,I-LOC
1779,ኢምፔሪያል,I-LOC
1780,ከሳሚ,O
1781,ህንፃ,I-LOC
1782,ጎን,O
1783,አልፎዝ,O
1784,ፕላዛ,I-LOC
1785,ግራውንድ,O
1786,ላይ,O
1787,እንደገቡ,O
1788,ያገኙናል,O
1789,2⃣ቁጥር2,O
1790,4ኪሎ,I-LOC
1791,ቅድስት,O
1792,ስላሴ,I-LOC
1793,ህንፃ,I-LOC
1794,ማለትም,O
1795,ከብልፅግና,O
1796,ዋናፅፈት,O
1797,ቤት,O
1798,ህንፃ,I-LOC
1799,በስተ,O
1800,ቀኝ,O
1801,ባለው,O
1802,አስፓልት,O
1803,20ሜትር,O
1804,ዝቅ,O
1805,እንዳሉ,O
1806,ሀበሻ,O
1807,ኮፊ,O
1808,የሚገኝበት,O
1809,ቀይ,O
1810,ሸክላ,O
1811,ህንፃ,I-LOC
1812,2ተኛ,O
1813,ፎቅ,I-LOC
1814,ላይ,O
1815,ያገኙናል,O
1816,3⃣ቁጥር3,O
1817,ብስራተ,I-LOC
1818,ገብርኤል,I-PRICE
1819,ላፍቶ,I-LOC
1820,ሞል,I-LOC
1821,መግቢያው,O
1822,ፊት,O
1823,ለፊት,O
1824,የሚገኘው,O
1825,የብስራተ,I-LOC
1826,ገብርኤል,I-PRICE
1827,ቤተ,O
1828,ክርስቲያን,O
1829,ህንፃ,I-LOC
1830,አንደኛ,O
1831,ፎቅ,I-LOC
1832,ላይ,O
1833,ደረጃ,O
1834,እንደወጣቹ,O
1835,በስተግራ,O
1836,በኩል,O
1837,ሱቅ,O
1838,ቁጥር,O
1839,FF-09,O
1840,ክቡራን,O
1841,ደምበኞቻችን,O
1842,ገርጂ,I-LOC
1843,አልፎዝ,O
1844,ፕላዛ,I-LOC
1845,ላይ,O
1846,አራት,O
1847,ኪሎ,O
1848,ቅድስት,O
1849,ስላሴ,I-LOC
1850,እንዲሁም,O
1851,ብስራተ,I-LOC
1852,ገብሬል,O
1853,ያሉት,O
1854,ሱቆቻችን,O
1855,ሲመጡ,O
1856,አስተማማኝ,O
1857,ሰፊ,O
1858,ፓርኪንግ,O
1859,ያላቸው,O
1860,መሆናቸውን,O
1861,በታላቅ,O
1862,ደስታ,O
1863,እናበስራለን,O
1864,ክቡራን,B-PRODUCT
1865,ደምበኞቻችን,I-PRODUCT
1866,እሁድ,I-PRODUCT
1867,ገርጂ,I-PRODUCT
1868,እና,I-PRODUCT
1869,ብስራተ,I-PRODUCT
1870,ገብሬል,I-PRODUCT
1871,የሚገኘው,I-PRODUCT
1872,ሱቃችን,I-PRODUCT
1873,ከጠዋት,I-PRODUCT
1874,4,I-PRODUCT
1875,ሰሀት,I-PRODUCT
1876,ጀምሮ,I-PRODUCT
1877,ክፍት,I-PRODUCT
1878,መሆኑን,I-PRODUCT
1879,ስንገልፅ,I-PRODUCT
1880,በታላቅ,I-PRODUCT
1881,አክብሮት,I-PRODUCT
1882,ነው,I-PRODUCT
1883,baby,B-PRODUCT
1884,travel,I-PRODUCT
1885,playpen,I-PRODUCT
1886,ከቤተስብ,O
1887,አልጋ,O
1888,እኩል,O
1889,መሆን,O
1890,መከፈት,O
1891,የሚችል,O
1892,የራሱ,O
1893,ዛንዚራ,O
1894,ያለው,O
1895,የአልጋ,O
1896,ማጬዎቻ,O
1897,ያለው,O
1898,በቀላሉ,O
1899,ተጣጥፎ,O
1900,ከቦታ,O
1901,ቦታ,O
1902,መንቀሳቀስ,O
1903,የሚችል,O
1904,የራሱማንጠልጠያ,O
1905,ባግ,O
1906,ያለው,O
1907,ከአልጋነት,O
1908,በተጨማሪ,O
1909,ውስጡ,O
1910,ቁጭ,O
1911,ብለው,O
1912,ልጆች,O
1913,የሚጫወቱበት,O
1914,መታጠፍ,O
1915,መዘርጋት,O
1916,የሚችል,O
1917,አልጋው,O
1918,እንደ,O
1919,ሮከርነት,O
1920,እንዲወዛወዝ,O
1921,የሚያስችለው,O
1922,ብረት,O
1923,ከስር,O
1924,ያለው,O
1925,አሸንጉሊቶች,O
1926,የያዘ,O
1927,የአልጋ,O
1928,ማጫዎቻ,O
1929,አብሮ,O
1930,ያለው,O
1931,ዋጋ,I-PRICE
1932,"33,000",O
1933,ብር,I-PRICE
1934,0909003864,I-PHONE
1935,0905707448,I-PHONE
1936,0909003864,I-PHONE
1937,0905707448,I-PHONE
1938,ሊንኩን,O
1939,በመጫን,O
1940,ቴሌግራማችንን,O
1941,ይቀላቀሉhttps://t.me/sinayelj,O
1942,እቃ,O
1943,ለማዘዝ,O
1944,ከስር,O
1945,ያለውን,O
1946,ሊንኮች,O
1947,በመጫን,O
1948,ማዘዝ,O
1949,ትችላላቹ,O
1950,@sinasinaye,O
1951,https://t.me/sinayelj2,O
1952,አድራሻ,O
1953,1⃣ቁጥር1,O
1954,ገርጂ,I-LOC
1955,ኢምፔሪያል,I-LOC
1956,ከሳሚ,O
1957,ህንፃ,I-LOC
1958,ጎን,O
1959,አልፎዝ,O
1960,ፕላዛ,I-LOC
1961,ግራውንድ,O
1962,ላይ,O
1963,እንደገቡ,O
1964,ያገኙናል,O
1965,2⃣ቁጥር2,O
1966,4ኪሎ,I-LOC
1967,ቅድስት,O
1968,ስላሴ,I-LOC
1969,ህንፃ,I-LOC
1970,ማለትም,O
1971,ከብልፅግና,O
1972,ዋናፅፈት,O
1973,ቤት,O
1974,ህንፃ,I-LOC
1975,በስተ,O
1976,ቀኝ,O
1977,ባለው,O
1978,አስፓልት,O
1979,20ሜትር,O
1980,ዝቅ,O
1981,እንዳሉ,O
1982,ሀበሻ,O
1983,ኮፊ,O
1984,የሚገኝበት,O
1985,ቀይ,O
1986,ሸክላ,O
1987,ህንፃ,I-LOC
1988,2ተኛ,O
1989,ፎቅ,I-LOC
1990,ላይ,O
1991,ያገኙናል,O
1992,3⃣ቁጥር3,O
1993,ብስራተ,I-LOC
1994,ገብርኤል,I-PRICE
1995,ላፍቶ,I-LOC
1996,ሞል,I-LOC
1997,መግቢያው,O
1998,ፊት,O
1999,ለፊት,O
2000,የሚገኘው,O
2001,የብስራተ,I-LOC
2002,ገብርኤል,I-PRICE
2003,ቤተ,O
2004,ክርስቲያን,O
2005,ህንፃ,I-LOC
2006,አንደኛ,O
2007,ፎቅ,I-LOC
2008,ላይ,O
2009,ደረጃ,O
2010,እንደወጣቹ,O
2011,በስተግራ,O
2012,በኩል,O
2013,ሱቅ,O
2014,ቁጥር,O
2015,FF-09,O
2016,ክቡራን,O
2017,ደምበኞቻችን,O
2018,ገርጂ,I-LOC
2019,አልፎዝ,O
2020,ፕላዛ,I-LOC
2021,ላይ,O
2022,አራት,O
2023,ኪሎ,O
2024,ቅድስት,O
2025,ስላሴ,I-LOC
2026,እንዲሁም,O
2027,ብስራተ,I-LOC
2028,ገብሬል,O
2029,ያሉት,O
2030,ሱቆቻችን,O
2031,ሲመጡ,O
2032,አስተማማኝ,O
2033,ሰፊ,O
2034,ፓርኪንግ,O
2035,ያላቸው,O
2036,መሆናቸውን,O
2037,በታላቅ,O
2038,ደስታ,O
2039,እናበስራለን,O
2040,350,B-PRODUCT
2041,birr,I-PRODUCT
2042,for,I-PRODUCT
2043,1,I-PRODUCT
2044,pcs,I-PRODUCT
2045,0909003864,I-PHONE
2046,0905707448,I-PHONE
2047,ሊንኩን,O
2048,በመጫን,O
2049,ቴሌግራማችንን,O
2050,ይቀላቀሉhttps://t.me/sinayelj,O
2051,እቃ,O
2052,ለማዘዝ,O
2053,ከስር,O
2054,ያለውን,O
2055,ሊንኮች,O
2056,በመጫን,O
2057,ማዘዝ,O
2058,ትችላላቹ,O
2059,@sinasinaye,O
2060,https://t.me/sinayelj2,O
2061,አድራሻ,O
2062,1⃣ቁጥር1,O
2063,ገርጂ,I-LOC
2064,ኢምፔሪያል,I-LOC
2065,ከሳሚ,O
2066,ህንፃ,I-LOC
2067,ጎን,O
2068,አልፎዝ,O
2069,ፕላዛ,I-LOC
2070,ግራውንድ,O
2071,ላይ,O
2072,እንደገቡ,O
2073,ያገኙናል,O
2074,2⃣ቁጥር2,O
2075,4ኪሎ,I-LOC
2076,ቅድስት,O
2077,ስላሴ,I-LOC
2078,ህንፃ,I-LOC
2079,ማለትም,O
2080,ከብልፅግና,O
2081,ዋናፅፈት,O
2082,ቤት,O
2083,ህንፃ,I-LOC
2084,በስተ,O
2085,ቀኝ,O
2086,ባለው,O
2087,አስፓልት,O
2088,20ሜትር,O
2089,ዝቅ,O
2090,እንዳሉ,O
2091,ሀበሻ,O
2092,ኮፊ,O
2093,የሚገኝበት,O
2094,ቀይ,O
2095,ሸክላ,O
2096,ህንፃ,I-LOC
2097,2ተኛ,O
2098,ፎቅ,I-LOC
2099,ላይ,O
2100,ያገኙናል,O
2101,3⃣ቁጥር3,O
2102,ብስራተ,I-LOC
2103,ገብርኤል,I-PRICE
2104,ላፍቶ,I-LOC
2105,ሞል,I-LOC
2106,መግቢያው,O
2107,ፊት,O
2108,ለፊት,O
2109,የሚገኘው,O
2110,የብስራተ,I-LOC
2111,ገብርኤል,I-PRICE
2112,ቤተ,O
2113,ክርስቲያን,O
2114,ህንፃ,I-LOC
